Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
1483,D. Wong,5.0,i bought this sd card for use with my cell phone it worked really well and as far as i could tell transfers the data at a fast rate no complaints,,662,0,0,0,0,0.0,0.0,145
1484,D. Woods,5.0,this mem card is fast and does exactly what is supposed to do save pictures quickly and have plenty of room for more,,572,0,0,0,0,0.0,0.0,116
1485,Dzilizi,4.0,i bought this for my samsung note tablet   to store movies and books i haven t watched a full movie on it though i have watched a full tv show without issues i don t really do anything else that needs speed so i can t say how fast it is,,582,0,0,0,0,0.0,0.0,236
1486,EAC,5.0,i bought this for my samsung note  so i could store my entire music library on my phone all i had to do was pop the cover and put it in the microsd slot and it worked perfectly my phone now has gb of storage take that iphone,,64,0,0,0,0,0.0,0.0,224
1487,eagle,5.0,i ve got a number of sandisk brand products none has ever failed me over the  years i ve used them that s saying something these days in electronics this card is performing well and keeping up with the data storage devices i am using it for one video recorder one scanner somehow i would expect nothing less but then again it is good to know that quality is consistent,,322,0,0,0,0,0.0,0.0,368
1488,E.Barroso,5.0,works very well with my new tab pro    have been able to download lots of content from youtube to watch on long flights will use it on any device that takes sd cards very happy with it,,197,0,0,0,0,0.0,0.0,184
1489,eblak3,5.0,besides blowing my mind that gb of data can fit on a chip this small and also magnets how do they work there is nothing particularly special about this product it works as intended and it s cheap sandisk and kingston are my go to s for all things data storage,,228,0,0,0,0,0.0,0.0,259
1490,"ecc ""book pirate""",4.0,it is exactly what it is advertised to be shipped fast and i love the converter that comes with it so i can plug it into my computer,,37,0,0,0,0,0.0,0.0,132
1491,Eckzsell,5.0,i big problem i have been having lately is finding a trustworthy source for sd cards they are manufactured in china and these rip off companies are selling fake cards at a competitive price but don t be fooled if the price seems unbelievable that is because you will end up with a card that is not only less capacity then you are paying for but a lower class and sometimes a faulty card altogether when it comes to storage pay the extra cash to get something reliable like this sandisk ultra  gb sdxc class  memory card it is blazaing fast and works well in my htc evo lte android phone side note this card brings my total phone storage capacity to  gb that is  gb that i have full access to  gb of which is synced to the cloud,,461,0,0,0,0,0.0,0.0,727
1492,EcologicoNYC,4.0,i bought this for my galaxy s to expand the memory capacity a bit more it works as it is intended to do fast transfer rate no problems so far,,529,0,0,0,0,0.0,0.0,141
1493,ECorganist,5.0,i got this to expand the memory storage in my samsung galaxy note   the tablet and paperwork claim to support up to gb but other reviews for these cards and the note   said that a gb worked just fine and work just fine it does i store mostly music on here as i ve got over gb worth of music which would have taken up most of the gb built in to the tablet i also use my tablet for sheet music so i needed to have the capability to have all that on there too so this was my best solution and so far it s worked wonderfully and on top of that it came with a microsd card to sd card adapter making file transfers even easier overall i would highly highly recommend this product,,456,0,0,0,0,0.0,0.0,673
1494,Ed Brunell,5.0,work perfectly in my camera reads and writes fast,,1,0,0,0,0,0.0,0.0,49
1495,"Edd Anderson ""ezduzed""",4.0,i have several devices that use micro cards so i buy these in anticipation of needs in the future so i am not going to test this to see if it works when i get this most items i buy at a good price now if i am loading up cameras and recording gear for a trip or maybe a day at le mans i will check them before i travel as i check batteries and spares and chargers so far i have not had a problem with sandisk i am gearing up for a trip my destination is a bit in question at this point,,410,0,0,0,0,0.0,0.0,484
1496,eddie,5.0,nice product has plenty of space and is very quick and easy to use it is also nice to have thereafter so you can use on many optional devices,,483,0,0,0,0,0.0,0.0,141
1497,eddie,4.0,this product has worked well with my go pro  black edition not slow or glitchy love the products and do reccomend,,574,0,0,0,0,0.0,0.0,113
1498,eddiewardo13,5.0,this card is awesome and even seems to make my phone run faster i would say that it is a must have for all,,742,0,0,0,0,0.0,0.0,106
1499,Edgar Allen Poor,1.0,if you have a contour camera you want to use this with it will not format don t even bother now i have room for about   photos not what i wanted,,467,1,0,1,1,1.0,0.2065493143772374,144
1500,Edgar A. Villalta,5.0,it has such a large storage capacity in such a small package store all your photos and data on this,,597,0,0,0,0,0.0,0.0,99
1501,"Edgar H. Green ""Jazzman""",5.0,fast recording downing speed you can t go wrong wit this it also can be used with my smartphone i would recommend this to a friend,,204,0,0,0,0,0.0,0.0,130
1502,Ed Hamilton,5.0,excellent used to upgrade the capacity of my asus tf  x tablet has greatly enhanced the abilities of the tablet easy to use and to transfer information as necessary,,378,0,0,0,0,0.0,0.0,164
1503,Ed,5.0,i bought this for use in the gopro hero black edition it has excellent storage and r w speeds i have filmed at p w fps and shot pictures at a rate of  pictures  second and there were no issues at all excellent product especially for this camera,,462,0,0,0,0,0.0,0.0,244
1504,Ed,5.0,i ve seen several recent reviews complaining about not getting any packaging with their sd cards one person even questioned if the card was new or not amazon offers  frustration free  packaging for many of their products where they take care of opening it for you then they repack it in plain brown cardboard to make it easier on the consumer this card has the option to come in the retail packing or in amazon s  frustration free  packaging it s an ordering option and it seems this option defaults on  frustration free  if you order the retail packaging option it will look just like it does on the store shelves,,659,0,0,0,0,0.0,0.0,614
1505,ed,5.0,scan disk  gb microsdhc c uhs  memory card with adapter works well for its purpose pleasedwith product name brand aaaaaaaa,,235,0,0,0,0,0.0,0.0,122
1506,ed,5.0,works just fine haven t had any issues bought another gb micro sd mini but haven t used it yet so far i m pleased with the purchase ordered the hassle free packaging and the card seems legit decided to order the retail packaging for the other card since i read stories about fakes being shipped to people,,740,0,0,0,0,0.0,0.0,304
